2024-08-23 14:48:04: No errors, not broken
2025-03-04 15:00:02: ESIPYDEV Free Space: 104.92 GB
2025-03-04 15:00:02: ESIPYDEV Ratio: 57.93 %
2025-03-04 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-04 15:00:02: ESISQL Used Space: 173.24 GB
2025-03-04 15:00:02: ESISQL Free Space: 76.16 GB
2025-03-04 15:00:02: ESISQL Ratio: 69.46 %
2025-03-04 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-04 15:00:02: envirodb01 Used Space: 72.43 GB
2025-03-04 15:00:02: envirodb01 Free Space: 27.01 GB
2025-03-04 15:00:02: envirodb01 Ratio: 72.83 %
2025-03-04 15:00:02: All drives have room
2025-03-05 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-05 15:00:02: ESIPYDEV Used Space: 144.50 GB
2025-03-05 15:00:02: ESIPYDEV Free Space: 104.90 GB
2025-03-05 15:00:02: ESIPYDEV Ratio: 57.94 %
2025-03-05 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-05 15:00:02: ESISQL Used Space: 173.23 GB
2025-03-05 15:00:02: ESISQL Free Space: 76.17 GB
2025-03-05 15:00:02: ESISQL Ratio: 69.46 %
2025-03-05 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-05 15:00:02: envirodb01 Used Space: 72.51 GB
2025-03-05 15:00:02: envirodb01 Free Space: 26.93 GB
2025-03-05 15:00:02: envirodb01 Ratio: 72.92 %
2025-03-05 15:00:02: All drives have room
2025-03-06 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-06 15:00:02: ESIPYDEV Used Space: 144.96 GB
2025-03-06 15:00:02: ESIPYDEV Free Space: 104.44 GB
2025-03-06 15:00:02: ESIPYDEV Ratio: 58.12 %
2025-03-06 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-06 15:00:02: ESISQL Used Space: 173.19 GB
2025-03-06 15:00:02: ESISQL Free Space: 76.21 GB
2025-03-06 15:00:02: ESISQL Ratio: 69.44 %
2025-03-06 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-06 15:00:02: envirodb01 Used Space: 72.58 GB
2025-03-06 15:00:02: envirodb01 Free Space: 26.87 GB
2025-03-06 15:00:02: envirodb01 Ratio: 72.98 %
2025-03-06 15:00:02: All drives have room
2025-03-07 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-07 15:00:02: ESIPYDEV Used Space: 145.01 GB
2025-03-07 15:00:02: ESIPYDEV Free Space: 104.39 GB
2025-03-07 15:00:02: ESIPYDEV Ratio: 58.14 %
2025-03-07 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-07 15:00:02: ESISQL Used Space: 173.11 GB
2025-03-07 15:00:02: ESISQL Free Space: 76.29 GB
2025-03-07 15:00:02: ESISQL Ratio: 69.41 %
2025-03-07 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-07 15:00:02: envirodb01 Used Space: 72.66 GB
2025-03-07 15:00:02: envirodb01 Free Space: 26.79 GB
2025-03-07 15:00:02: envirodb01 Ratio: 73.06 %
2025-03-07 15:00:02: All drives have room
2025-03-08 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-08 15:00:02: ESIPYDEV Used Space: 144.96 GB
2025-03-08 15:00:02: ESIPYDEV Free Space: 104.44 GB
2025-03-08 15:00:02: ESIPYDEV Ratio: 58.12 %
2025-03-08 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-08 15:00:02: ESISQL Used Space: 173.68 GB
2025-03-08 15:00:02: ESISQL Free Space: 75.72 GB
2025-03-08 15:00:02: ESISQL Ratio: 69.64 %
2025-03-08 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-08 15:00:02: envirodb01 Used Space: 72.65 GB
2025-03-08 15:00:02: envirodb01 Free Space: 26.80 GB
2025-03-08 15:00:02: envirodb01 Ratio: 73.05 %
2025-03-08 15:00:02: All drives have room
2025-03-09 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-09 15:00:02: ESIPYDEV Used Space: 144.93 GB
2025-03-09 15:00:02: ESIPYDEV Free Space: 104.47 GB
2025-03-09 15:00:02: ESIPYDEV Ratio: 58.11 %
2025-03-09 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-09 15:00:02: ESISQL Used Space: 173.64 GB
2025-03-09 15:00:02: ESISQL Free Space: 75.76 GB
2025-03-09 15:00:02: ESISQL Ratio: 69.62 %
2025-03-09 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-09 15:00:02: envirodb01 Used Space: 72.69 GB
2025-03-09 15:00:02: envirodb01 Free Space: 26.76 GB
2025-03-09 15:00:02: envirodb01 Ratio: 73.09 %
2025-03-09 15:00:02: All drives have room
2025-03-10 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-10 15:00:02: ESIPYDEV Used Space: 145.33 GB
2025-03-10 15:00:02: ESIPYDEV Free Space: 104.07 GB
2025-03-10 15:00:02: ESIPYDEV Ratio: 58.27 %
2025-03-10 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-10 15:00:02: ESISQL Used Space: 177.06 GB
2025-03-10 15:00:02: ESISQL Free Space: 72.34 GB
2025-03-10 15:00:02: ESISQL Ratio: 71.00 %
2025-03-10 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-10 15:00:02: envirodb01 Used Space: 72.69 GB
2025-03-10 15:00:02: envirodb01 Free Space: 26.76 GB
2025-03-10 15:00:02: envirodb01 Ratio: 73.09 %
2025-03-10 15:00:02: All drives have room
2025-03-11 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-03-11 15:00:03: ESIPYDEV Used Space: 145.40 GB
2025-03-11 15:00:03: ESIPYDEV Free Space: 104.00 GB
2025-03-11 15:00:03: ESIPYDEV Ratio: 58.30 %
2025-03-11 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-03-11 15:00:03: ESISQL Used Space: 177.99 GB
2025-03-11 15:00:03: ESISQL Free Space: 71.40 GB
2025-03-11 15:00:03: ESISQL Ratio: 71.37 %
2025-03-11 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-03-11 15:00:03: envirodb01 Used Space: 72.74 GB
2025-03-11 15:00:03: envirodb01 Free Space: 26.71 GB
2025-03-11 15:00:03: envirodb01 Ratio: 73.14 %
2025-03-11 15:00:03: All drives have room
2025-03-12 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-03-12 15:00:03: ESIPYDEV Used Space: 145.46 GB
2025-03-12 15:00:03: ESIPYDEV Free Space: 103.94 GB
2025-03-12 15:00:03: ESIPYDEV Ratio: 58.32 %
2025-03-12 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-03-12 15:00:03: ESISQL Used Space: 177.93 GB
2025-03-12 15:00:03: ESISQL Free Space: 71.47 GB
2025-03-12 15:00:03: ESISQL Ratio: 71.34 %
2025-03-12 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-03-12 15:00:03: envirodb01 Used Space: 72.69 GB
2025-03-12 15:00:03: envirodb01 Free Space: 26.75 GB
2025-03-12 15:00:03: envirodb01 Ratio: 73.10 %
2025-03-12 15:00:03: All drives have room
2025-03-13 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-13 15:00:02: ESIPYDEV Used Space: 145.51 GB
2025-03-13 15:00:02: ESIPYDEV Free Space: 103.89 GB
2025-03-13 15:00:02: ESIPYDEV Ratio: 58.35 %
2025-03-13 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-13 15:00:02: ESISQL Used Space: 177.84 GB
2025-03-13 15:00:02: ESISQL Free Space: 71.55 GB
2025-03-13 15:00:02: ESISQL Ratio: 71.31 %
2025-03-13 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-13 15:00:02: envirodb01 Used Space: 72.70 GB
2025-03-13 15:00:02: envirodb01 Free Space: 26.75 GB
2025-03-13 15:00:02: envirodb01 Ratio: 73.11 %
2025-03-13 15:00:02: All drives have room
2025-03-14 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-14 15:00:02: ESIPYDEV Used Space: 145.80 GB
2025-03-14 15:00:02: ESIPYDEV Free Space: 103.59 GB
2025-03-14 15:00:02: ESIPYDEV Ratio: 58.46 %
2025-03-14 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-14 15:00:02: ESISQL Used Space: 177.84 GB
2025-03-14 15:00:02: ESISQL Free Space: 71.55 GB
2025-03-14 15:00:02: ESISQL Ratio: 71.31 %
2025-03-14 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-14 15:00:02: envirodb01 Used Space: 72.76 GB
2025-03-14 15:00:02: envirodb01 Free Space: 26.68 GB
2025-03-14 15:00:02: envirodb01 Ratio: 73.17 %
2025-03-14 15:00:02: All drives have room
2025-03-15 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-15 15:00:02: ESIPYDEV Used Space: 145.71 GB
2025-03-15 15:00:02: ESIPYDEV Free Space: 103.69 GB
2025-03-15 15:00:02: ESIPYDEV Ratio: 58.42 %
2025-03-15 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-15 15:00:02: ESISQL Used Space: 177.88 GB
2025-03-15 15:00:02: ESISQL Free Space: 71.52 GB
2025-03-15 15:00:02: ESISQL Ratio: 71.32 %
2025-03-15 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-15 15:00:02: envirodb01 Used Space: 72.79 GB
2025-03-15 15:00:02: envirodb01 Free Space: 26.65 GB
2025-03-15 15:00:02: envirodb01 Ratio: 73.20 %
2025-03-15 15:00:02: All drives have room
2025-03-16 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-16 15:00:02: ESIPYDEV Used Space: 145.75 GB
2025-03-16 15:00:02: ESIPYDEV Free Space: 103.65 GB
2025-03-16 15:00:02: ESIPYDEV Ratio: 58.44 %
2025-03-16 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-16 15:00:02: ESISQL Used Space: 177.87 GB
2025-03-16 15:00:02: ESISQL Free Space: 71.53 GB
2025-03-16 15:00:02: ESISQL Ratio: 71.32 %
2025-03-16 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-16 15:00:02: envirodb01 Used Space: 72.83 GB
2025-03-16 15:00:02: envirodb01 Free Space: 26.62 GB
2025-03-16 15:00:02: envirodb01 Ratio: 73.23 %
2025-03-16 15:00:02: All drives have room
2025-03-17 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-17 15:00:02: ESIPYDEV Used Space: 146.46 GB
2025-03-17 15:00:02: ESIPYDEV Free Space: 102.94 GB
2025-03-17 15:00:02: ESIPYDEV Ratio: 58.72 %
2025-03-17 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-17 15:00:02: ESISQL Used Space: 177.81 GB
2025-03-17 15:00:02: ESISQL Free Space: 71.59 GB
2025-03-17 15:00:02: ESISQL Ratio: 71.29 %
2025-03-17 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-17 15:00:02: envirodb01 Used Space: 72.85 GB
2025-03-17 15:00:02: envirodb01 Free Space: 26.59 GB
2025-03-17 15:00:02: envirodb01 Ratio: 73.26 %
2025-03-17 15:00:02: All drives have room
2025-03-18 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-18 15:00:02: ESIPYDEV Used Space: 146.83 GB
2025-03-18 15:00:02: ESIPYDEV Free Space: 102.57 GB
2025-03-18 15:00:02: ESIPYDEV Ratio: 58.87 %
2025-03-18 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-18 15:00:02: ESISQL Used Space: 177.26 GB
2025-03-18 15:00:02: ESISQL Free Space: 72.14 GB
2025-03-18 15:00:02: ESISQL Ratio: 71.08 %
2025-03-18 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-18 15:00:02: envirodb01 Used Space: 72.90 GB
2025-03-18 15:00:02: envirodb01 Free Space: 26.55 GB
2025-03-18 15:00:02: envirodb01 Ratio: 73.31 %
2025-03-18 15:00:02: All drives have room
2025-03-19 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-03-19 15:00:03: ESIPYDEV Used Space: 146.51 GB
2025-03-19 15:00:03: ESIPYDEV Free Space: 102.89 GB
2025-03-19 15:00:03: ESIPYDEV Ratio: 58.74 %
2025-03-19 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-03-19 15:00:03: ESISQL Used Space: 177.19 GB
2025-03-19 15:00:03: ESISQL Free Space: 72.20 GB
2025-03-19 15:00:03: ESISQL Ratio: 71.05 %
2025-03-19 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-03-19 15:00:03: envirodb01 Used Space: 72.82 GB
2025-03-19 15:00:03: envirodb01 Free Space: 26.63 GB
2025-03-19 15:00:03: envirodb01 Ratio: 73.22 %
2025-03-19 15:00:03: All drives have room
2025-03-20 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-03-20 15:00:03: ESIPYDEV Used Space: 146.32 GB
2025-03-20 15:00:03: ESIPYDEV Free Space: 103.07 GB
2025-03-20 15:00:03: ESIPYDEV Ratio: 58.67 %
2025-03-20 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-03-20 15:00:03: ESISQL Used Space: 177.16 GB
2025-03-20 15:00:03: ESISQL Free Space: 72.24 GB
2025-03-20 15:00:03: ESISQL Ratio: 71.03 %
2025-03-20 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-03-20 15:00:03: envirodb01 Used Space: 72.86 GB
2025-03-20 15:00:03: envirodb01 Free Space: 26.59 GB
2025-03-20 15:00:03: envirodb01 Ratio: 73.26 %
2025-03-20 15:00:03: All drives have room
2025-03-21 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-21 15:00:02: ESIPYDEV Used Space: 146.28 GB
2025-03-21 15:00:02: ESIPYDEV Free Space: 103.12 GB
2025-03-21 15:00:02: ESIPYDEV Ratio: 58.65 %
2025-03-21 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-21 15:00:02: ESISQL Used Space: 177.15 GB
2025-03-21 15:00:02: ESISQL Free Space: 72.25 GB
2025-03-21 15:00:02: ESISQL Ratio: 71.03 %
2025-03-21 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-21 15:00:02: envirodb01 Used Space: 72.92 GB
2025-03-21 15:00:02: envirodb01 Free Space: 26.53 GB
2025-03-21 15:00:02: envirodb01 Ratio: 73.33 %
2025-03-21 15:00:02: All drives have room
2025-03-22 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-22 15:00:02: ESIPYDEV Used Space: 146.28 GB
2025-03-22 15:00:02: ESIPYDEV Free Space: 103.12 GB
2025-03-22 15:00:02: ESIPYDEV Ratio: 58.65 %
2025-03-22 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-22 15:00:02: ESISQL Used Space: 177.16 GB
2025-03-22 15:00:02: ESISQL Free Space: 72.24 GB
2025-03-22 15:00:02: ESISQL Ratio: 71.03 %
2025-03-22 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-22 15:00:02: envirodb01 Used Space: 72.96 GB
2025-03-22 15:00:02: envirodb01 Free Space: 26.49 GB
2025-03-22 15:00:02: envirodb01 Ratio: 73.36 %
2025-03-22 15:00:02: All drives have room
2025-03-23 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-23 15:00:02: ESIPYDEV Used Space: 146.29 GB
2025-03-23 15:00:02: ESIPYDEV Free Space: 103.11 GB
2025-03-23 15:00:02: ESIPYDEV Ratio: 58.66 %
2025-03-23 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-23 15:00:02: ESISQL Used Space: 177.10 GB
2025-03-23 15:00:02: ESISQL Free Space: 72.30 GB
2025-03-23 15:00:02: ESISQL Ratio: 71.01 %
2025-03-23 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-23 15:00:02: envirodb01 Used Space: 72.86 GB
2025-03-23 15:00:02: envirodb01 Free Space: 26.58 GB
2025-03-23 15:00:02: envirodb01 Ratio: 73.27 %
2025-03-23 15:00:02: All drives have room
2025-03-24 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-03-24 15:00:03: ESIPYDEV Used Space: 146.68 GB
2025-03-24 15:00:03: ESIPYDEV Free Space: 102.72 GB
2025-03-24 15:00:03: ESIPYDEV Ratio: 58.81 %
2025-03-24 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-03-24 15:00:03: ESISQL Used Space: 177.01 GB
2025-03-24 15:00:03: ESISQL Free Space: 72.39 GB
2025-03-24 15:00:03: ESISQL Ratio: 70.98 %
2025-03-24 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-03-24 15:00:03: envirodb01 Used Space: 72.87 GB
2025-03-24 15:00:03: envirodb01 Free Space: 26.58 GB
2025-03-24 15:00:03: envirodb01 Ratio: 73.28 %
2025-03-24 15:00:03: All drives have room
2025-03-25 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-03-25 15:00:03: ESIPYDEV Used Space: 147.04 GB
2025-03-25 15:00:03: ESIPYDEV Free Space: 102.36 GB
2025-03-25 15:00:03: ESIPYDEV Ratio: 58.96 %
2025-03-25 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-03-25 15:00:03: ESISQL Used Space: 177.08 GB
2025-03-25 15:00:03: ESISQL Free Space: 72.32 GB
2025-03-25 15:00:03: ESISQL Ratio: 71.00 %
2025-03-25 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-03-25 15:00:03: envirodb01 Used Space: 72.93 GB
2025-03-25 15:00:03: envirodb01 Free Space: 26.51 GB
2025-03-25 15:00:03: envirodb01 Ratio: 73.34 %
2025-03-25 15:00:03: All drives have room
2025-03-26 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-26 15:00:03: ESIPYDEV Used Space: 146.85 GB
2025-03-26 15:00:03: ESIPYDEV Free Space: 102.54 GB
2025-03-26 15:00:03: ESIPYDEV Ratio: 58.88 %
2025-03-26 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-03-26 15:00:03: ESISQL Used Space: 177.17 GB
2025-03-26 15:00:03: ESISQL Free Space: 72.23 GB
2025-03-26 15:00:03: ESISQL Ratio: 71.04 %
2025-03-26 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-03-26 15:00:03: envirodb01 Used Space: 72.99 GB
2025-03-26 15:00:03: envirodb01 Free Space: 26.46 GB
2025-03-26 15:00:03: envirodb01 Ratio: 73.40 %
2025-03-26 15:00:03: All drives have room
2025-03-27 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-03-27 15:00:03: ESIPYDEV Used Space: 146.87 GB
2025-03-27 15:00:03: ESIPYDEV Free Space: 102.53 GB
2025-03-27 15:00:03: ESIPYDEV Ratio: 58.89 %
2025-03-27 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-03-27 15:00:03: ESISQL Used Space: 177.21 GB
2025-03-27 15:00:03: ESISQL Free Space: 72.19 GB
2025-03-27 15:00:03: ESISQL Ratio: 71.05 %
2025-03-27 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-03-27 15:00:03: envirodb01 Used Space: 72.99 GB
2025-03-27 15:00:03: envirodb01 Free Space: 26.45 GB
2025-03-27 15:00:03: envirodb01 Ratio: 73.40 %
2025-03-27 15:00:03: All drives have room
2025-03-28 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-28 15:00:02: ESIPYDEV Used Space: 146.84 GB
2025-03-28 15:00:02: ESIPYDEV Free Space: 102.56 GB
2025-03-28 15:00:02: ESIPYDEV Ratio: 58.88 %
2025-03-28 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-28 15:00:02: ESISQL Used Space: 177.29 GB
2025-03-28 15:00:02: ESISQL Free Space: 72.10 GB
2025-03-28 15:00:02: ESISQL Ratio: 71.09 %
2025-03-28 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-28 15:00:02: envirodb01 Used Space: 73.04 GB
2025-03-28 15:00:02: envirodb01 Free Space: 26.40 GB
2025-03-28 15:00:02: envirodb01 Ratio: 73.45 %
2025-03-28 15:00:02: All drives have room
2025-03-29 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-29 15:00:02: ESIPYDEV Used Space: 146.81 GB
2025-03-29 15:00:02: ESIPYDEV Free Space: 102.59 GB
2025-03-29 15:00:02: ESIPYDEV Ratio: 58.87 %
2025-03-29 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-29 15:00:02: ESISQL Used Space: 178.43 GB
2025-03-29 15:00:02: ESISQL Free Space: 70.96 GB
2025-03-29 15:00:02: ESISQL Ratio: 71.55 %
2025-03-29 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-29 15:00:02: envirodb01 Used Space: 73.09 GB
2025-03-29 15:00:02: envirodb01 Free Space: 26.35 GB
2025-03-29 15:00:02: envirodb01 Ratio: 73.50 %
2025-03-29 15:00:02: All drives have room
2025-03-30 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-03-30 15:00:02: ESIPYDEV Used Space: 146.82 GB
2025-03-30 15:00:02: ESIPYDEV Free Space: 102.58 GB
2025-03-30 15:00:02: ESIPYDEV Ratio: 58.87 %
2025-03-30 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-03-30 15:00:02: ESISQL Used Space: 178.43 GB
2025-03-30 15:00:02: ESISQL Free Space: 70.97 GB
2025-03-30 15:00:02: ESISQL Ratio: 71.54 %
2025-03-30 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-03-30 15:00:02: envirodb01 Used Space: 73.12 GB
2025-03-30 15:00:02: envirodb01 Free Space: 26.32 GB
2025-03-30 15:00:02: envirodb01 Ratio: 73.53 %
2025-03-30 15:00:02: All drives have room
2025-03-31 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-03-31 15:00:03: ESIPYDEV Used Space: 146.76 GB
2025-03-31 15:00:03: ESIPYDEV Free Space: 102.64 GB
2025-03-31 15:00:03: ESIPYDEV Ratio: 58.84 %
2025-03-31 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-03-31 15:00:03: ESISQL Used Space: 174.95 GB
2025-03-31 15:00:03: ESISQL Free Space: 74.45 GB
2025-03-31 15:00:03: ESISQL Ratio: 70.15 %
2025-03-31 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-03-31 15:00:03: envirodb01 Used Space: 73.05 GB
2025-03-31 15:00:03: envirodb01 Free Space: 26.40 GB
2025-03-31 15:00:03: envirodb01 Ratio: 73.46 %
2025-03-31 15:00:03: All drives have room
2025-04-01 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-04-01 15:00:02: ESIPYDEV Used Space: 146.53 GB
2025-04-01 15:00:02: ESIPYDEV Free Space: 102.86 GB
2025-04-01 15:00:02: ESIPYDEV Ratio: 58.75 %
2025-04-01 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-04-01 15:00:02: ESISQL Used Space: 175.09 GB
2025-04-01 15:00:02: ESISQL Free Space: 74.31 GB
2025-04-01 15:00:02: ESISQL Ratio: 70.20 %
2025-04-01 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-04-01 15:00:02: envirodb01 Used Space: 73.09 GB
2025-04-01 15:00:02: envirodb01 Free Space: 26.36 GB
2025-04-01 15:00:02: envirodb01 Ratio: 73.50 %
2025-04-01 15:00:02: All drives have room
2025-04-02 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-04-02 15:00:02: ESIPYDEV Used Space: 146.66 GB
2025-04-02 15:00:02: ESIPYDEV Free Space: 102.74 GB
2025-04-02 15:00:02: ESIPYDEV Ratio: 58.80 %
2025-04-02 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-04-02 15:00:02: ESISQL Used Space: 175.05 GB
2025-04-02 15:00:02: ESISQL Free Space: 74.35 GB
2025-04-02 15:00:02: ESISQL Ratio: 70.19 %
2025-04-02 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-04-02 15:00:02: envirodb01 Used Space: 73.12 GB
2025-04-02 15:00:02: envirodb01 Free Space: 26.32 GB
2025-04-02 15:00:02: envirodb01 Ratio: 73.53 %
2025-04-02 15:00:02: All drives have room
2025-04-03 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-04-03 15:00:03: ESIPYDEV Used Space: 146.82 GB
2025-04-03 15:00:03: ESIPYDEV Free Space: 102.58 GB
2025-04-03 15:00:03: ESIPYDEV Ratio: 58.87 %
2025-04-03 15:00:03: ESISQL Total Capacity: 249.40 GB
2025-04-03 15:00:03: ESISQL Used Space: 175.05 GB
2025-04-03 15:00:03: ESISQL Free Space: 74.35 GB
2025-04-03 15:00:03: ESISQL Ratio: 70.19 %
2025-04-03 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-04-03 15:00:03: envirodb01 Used Space: 73.15 GB
2025-04-03 15:00:03: envirodb01 Free Space: 26.29 GB
2025-04-03 15:00:03: envirodb01 Ratio: 73.56 %
2025-04-03 15:00:03: All drives have room
2025-04-04 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-04-04 15:00:02: ESIPYDEV Used Space: 146.75 GB
2025-04-04 15:00:02: ESIPYDEV Free Space: 102.65 GB
2025-04-04 15:00:02: ESIPYDEV Ratio: 58.84 %
2025-04-04 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-04-04 15:00:02: ESISQL Used Space: 175.02 GB
2025-04-04 15:00:02: ESISQL Free Space: 74.38 GB
2025-04-04 15:00:02: ESISQL Ratio: 70.18 %
2025-04-04 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-04-04 15:00:02: envirodb01 Used Space: 73.22 GB
2025-04-04 15:00:02: envirodb01 Free Space: 26.22 GB
2025-04-04 15:00:02: envirodb01 Ratio: 73.63 %
2025-04-04 15:00:02: All drives have room
2025-04-05 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-04-05 15:00:02: ESIPYDEV Used Space: 147.16 GB
2025-04-05 15:00:02: ESIPYDEV Free Space: 102.24 GB
2025-04-05 15:00:02: ESIPYDEV Ratio: 59.01 %
2025-04-05 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-04-05 15:00:02: ESISQL Used Space: 175.72 GB
2025-04-05 15:00:02: ESISQL Free Space: 73.67 GB
2025-04-05 15:00:02: ESISQL Ratio: 70.46 %
2025-04-05 15:00:03: envirodb01 Total Capacity: 99.45 GB
2025-04-05 15:00:03: envirodb01 Used Space: 73.25 GB
2025-04-05 15:00:03: envirodb01 Free Space: 26.20 GB
2025-04-05 15:00:03: envirodb01 Ratio: 73.66 %
2025-04-05 15:00:03: All drives have room
2025-04-06 15:00:02: ESIPYDEV Total Capacity: 249.40 GB
2025-04-06 15:00:02: ESIPYDEV Used Space: 147.10 GB
2025-04-06 15:00:02: ESIPYDEV Free Space: 102.30 GB
2025-04-06 15:00:02: ESIPYDEV Ratio: 58.98 %
2025-04-06 15:00:02: ESISQL Total Capacity: 249.40 GB
2025-04-06 15:00:02: ESISQL Used Space: 175.67 GB
2025-04-06 15:00:02: ESISQL Free Space: 73.73 GB
2025-04-06 15:00:02: ESISQL Ratio: 70.44 %
2025-04-06 15:00:02: envirodb01 Total Capacity: 99.45 GB
2025-04-06 15:00:02: envirodb01 Used Space: 73.19 GB
2025-04-06 15:00:02: envirodb01 Free Space: 26.25 GB
2025-04-06 15:00:02: envirodb01 Ratio: 73.60 %
2025-04-06 15:00:02: All drives have room
2025-04-07 15:00:03: ESIPYDEV Total Capacity: 249.40 GB
2025-04-07 15:00:03: ESIPYDEV Used Space: 147.26 GB
2025-04-07 15:00:03: ESIPYDEV Free Space: 102.13 GB
